wksSinceFirstPurch,socialMediaAdCount36,wksSinceLastPurch,intAdExposureCount12,totalNumProdPurchased,intAdExposureCount36,socialMediaAdCountAll,regionPctCustomers,ID,intAdExposureCountAll,DemHomeOwner,LostCustomer,numOfTotalReturns,customerGender,basktPurchCount12Month,customerSubscrStat,socialMediaAdCount12,custInitiatedContacts,techSupportEval
57.0,5.0,21.0,11.0,2.0,17.0,10.0,32.0,87002.0,24.0,U,0,0,F,10,Gold,5,0,           .
69.0,11.0,19.0,13.0,6.0,23.0,13.0,26.0,134740.0,35.0,U,1,1,M,5,Gold,5,1,           5
72.0,5.0,22.0,12.0,3.0,31.0,14.0,38.0,95830.0,37.0,H,0,0,F,5,Platinum,5,1,           5
57.0,15.0,16.0,13.0,7.0,30.0,13.0,31.0,135119.0,30.0,U,1,4,F,1,Platinum,6,2,           2
84.0,15.0,19.0,15.0,6.0,34.0,19.0,32.0,14433.0,64.0,U,0,1,M,5,Platinum,6,2,           5
103.0,4.0,25.0,10.0,6.0,27.0,19.0,38.0,98261.0,51.0,H,0,0,M,3,Platinum,4,2,           5
64.0,15.0,19.0,14.0,6.0,34.0,14.0,37.0,154938.0,36.0,U,1,2,F,2,Platinum,6,2,           3
53.0,10.0,23.0,10.0,2.0,23.0,9.0,54.0,170289.0,22.0,U,0,2,F,3,Platinum,4,2,           5
39.0,6.0,15.0,9.0,1.0,13.0,5.0,36.0,70857.0,11.0,H,0,1,M,5,Gold,4,1,           5
73.0,16.0,16.0,13.0,9.0,33.0,18.0,27.0,21338.0,42.0,U,0,6,F,1,Platinum,5,3,           3
137.0,6.0,13.0,27.0,20.0,33.0,25.0,47.0,9073.0,103.0,H,0,0,M,10,Platinum,6,2,           4
129.0,16.0,16.0,14.0,13.0,35.0,30.0,27.0,16070.0,70.0,U,0,1,U,3,Platinum,6,2,           5
49.0,7.0,22.0,10.0,1.0,20.0,7.0,31.0,171953.0,19.0,U,0,0,F,5,Gold,4,0,           .
61.0,5.0,25.0,10.0,2.0,28.0,12.0,24.0,15550.0,28.0,U,0,0,F,5,Platinum,4,1,           5
68.0,17.0,18.0,23.0,6.0,44.0,18.0,9.0,14345.0,51.0,H,0,2,M,3,Platinum,6,2,           5
62.0,16.0,20.0,13.0,6.0,33.0,15.0,36.0,184106.0,36.0,H,0,1,M,2,Platinum,6,1,           5
41.0,6.0,17.0,10.0,1.0,15.0,5.0,27.0,64294.0,13.0,H,0,1,M,5,Gold,4,1,           5
122.0,20.0,7.0,28.0,28.0,50.0,40.0,6.0,1280.0,115.0,U,0,4,M,1,Platinum,8,3,           4
51.0,6.0,15.0,12.0,4.0,22.0,9.0,24.0,47199.0,21.0,H,0,0,M,2,Platinum,5,0,           .
83.0,15.0,17.0,14.0,13.0,34.0,19.0,33.0,19582.0,50.0,H,0,1,M,3,Platinum,6,2,           2
45.0,7.0,19.0,10.0,2.0,17.0,6.0,24.0,120040.0,14.0,U,1,1,M,5,Gold,4,1,           5
91.0,6.0,19.0,14.0,7.0,33.0,20.0,21.0,80227.0,51.0,U,0,0,F,3,Platinum,6,2,           5
153.0,17.0,18.0,13.0,21.0,34.0,32.0,41.0,176654.0,75.0,U,0,2,F,2,Platinum,6,3,           2
94.0,16.0,7.0,15.0,16.0,33.0,23.0,38.0,186829.0,57.0,H,0,3,F,2,Platinum,6,3,           4
61.0,12.0,17.0,9.0,3.0,25.0,10.0,28.0,184682.0,24.0,H,0,2,M,3,Platinum,4,2,           5
93.0,6.0,18.0,13.0,13.0,35.0,23.0,41.0,83921.0,55.0,H,0,0,F,2,Platinum,6,2,           5
78.0,16.0,23.0,12.0,7.0,31.0,18.0,47.0,43471.0,42.0,H,0,2,F,3,Platinum,6,2,           3
48.0,11.0,17.0,14.0,3.0,25.0,9.0,24.0,184969.0,23.0,U,0,2,M,3,Gold,6,2,           5
102.0,5.0,22.0,11.0,4.0,24.0,16.0,21.0,89691.0,46.0,H,0,0,F,5,Platinum,5,2,           5
59.0,13.0,16.0,13.0,6.0,28.0,12.0,35.0,45917.0,28.0,H,0,2,F,2,Platinum,6,2,           2
140.0,17.0,18.0,14.0,15.0,34.0,30.0,41.0,44693.0,69.0,H,0,2,M,3,Platinum,6,3,           4
98.0,16.0,23.0,13.0,8.0,34.0,22.0,41.0,44631.0,56.0,H,0,2,F,3,Platinum,6,2,           5
103.0,5.0,22.0,15.0,7.0,31.0,21.0,44.0,14644.0,75.0,H,0,0,M,5,Platinum,6,2,           5
151.0,13.0,15.0,9.0,35.0,30.0,32.0,33.0,104051.0,77.0,U,0,2,F,2,Platinum,4,3,           1
120.0,4.0,25.0,9.0,4.0,28.0,20.0,28.0,99542.0,51.0,U,0,0,M,5,Platinum,4,1,           5
57.0,11.0,17.0,11.0,4.0,27.0,10.0,32.0,68891.0,25.0,U,0,1,M,2,Platinum,5,1,           2
42.0,7.0,17.0,10.0,1.0,16.0,6.0,29.0,72667.0,14.0,H,0,1,F,5,Gold,4,1,           5
66.0,15.0,19.0,29.0,3.0,47.0,16.0,12.0,14187.0,52.0,H,0,2,M,3,Platinum,6,2,           5
133.0,7.0,23.0,11.0,12.0,29.0,25.0,33.0,51793.0,64.0,U,0,0,F,3,Platinum,4,3,           3
80.0,5.0,25.0,10.0,3.0,28.0,14.0,34.0,90461.0,38.0,H,0,0,M,5,Platinum,5,1,           5
65.0,8.0,16.0,7.0,3.0,18.0,9.0,35.0,15023.0,21.0,U,0,2,F,3,Member,2,2,           5
43.0,8.0,18.0,11.0,1.0,18.0,7.0,33.0,74384.0,16.0,H,0,1,M,5,Gold,5,1,           5
115.0,8.0,20.0,11.0,12.0,27.0,20.0,36.0,47423.0,55.0,H,1,0,M,3,Platinum,5,2,           3
57.0,9.0,24.0,9.0,2.0,20.0,9.0,48.0,176526.0,23.0,H,0,1,F,5,Gold,4,1,           5
81.0,17.0,17.0,13.0,12.0,32.0,21.0,31.0,152070.0,50.0,H,1,2,F,3,Platinum,6,2,           2
50.0,9.0,23.0,9.0,2.0,21.0,8.0,34.0,68826.0,20.0,H,0,1,F,5,Gold,3,1,           5
144.0,6.0,18.0,13.0,22.0,34.0,30.0,30.0,68315.0,75.0,U,0,0,F,3,Platinum,6,3,           3
121.0,18.0,10.0,22.0,19.0,40.0,27.0,21.0,185316.0,72.0,H,0,7,F,1,Platinum,8,3,           1
78.0,17.0,17.0,14.0,16.0,33.0,18.0,30.0,22934.0,44.0,H,0,7,F,1,Platinum,6,3,           2
64.0,16.0,19.0,13.0,6.0,34.0,15.0,28.0,65245.0,37.0,H,1,2,F,2,Platinum,6,2,           3
132.0,13.0,18.0,13.0,8.0,30.0,27.0,31.0,47790.0,62.0,H,0,1,M,3,Platinum,5,2,           3
93.0,13.0,19.0,10.0,10.0,28.0,19.0,18.0,68638.0,49.0,H,1,3,M,1,Platinum,4,2,           3
109.0,6.0,18.0,13.0,12.0,33.0,24.0,32.0,67957.0,61.0,H,0,0,F,3,Platinum,6,2,           3
103.0,16.0,22.0,12.0,11.0,33.0,23.0,41.0,73337.0,58.0,H,0,2,M,3,Platinum,6,2,           4
100.0,9.0,18.0,15.0,8.0,33.0,20.0,37.0,15751.0,55.0,H,0,0,F,3,Platinum,6,2,           5
83.0,20.0,14.0,26.0,14.0,46.0,31.0,40.0,1664.0,77.0,U,0,3,M,1,Platinum,11,3,           2
128.0,16.0,20.0,14.0,17.0,36.0,28.0,2.0,24607.0,66.0,U,0,3,F,2,Platinum,6,3,           2
77.0,17.0,22.0,12.0,9.0,33.0,18.0,40.0,176892.0,42.0,U,0,3,M,2,Platinum,6,2,           3
101.0,10.0,11.0,17.0,9.0,34.0,22.0,43.0,14423.0,78.0,U,0,1,M,5,Platinum,6,2,           4
43.0,6.0,18.0,10.0,1.0,15.0,5.0,41.0,70223.0,12.0,H,0,1,F,5,Gold,4,1,           5
153.0,15.0,17.0,13.0,26.0,32.0,32.0,30.0,24475.0,76.0,U,1,1,U,3,Platinum,6,3,           2
45.0,6.0,21.0,8.0,1.0,15.0,5.0,25.0,73636.0,13.0,U,0,1,M,5,Gold,3,1,           5
64.0,14.0,8.0,13.0,3.0,31.0,14.0,31.0,186646.0,34.0,U,0,1,F,3,Platinum,6,2,           5
86.0,16.0,18.0,12.0,6.0,32.0,18.0,36.0,153114.0,45.0,H,0,2,F,3,Platinum,6,2,           3
47.0,7.0,20.0,10.0,1.0,18.0,7.0,23.0,167538.0,18.0,U,0,1,M,5,Gold,4,1,           5
48.0,8.0,22.0,9.0,1.0,19.0,7.0,36.0,180278.0,18.0,H,1,1,F,5,Gold,4,1,           5
65.0,14.0,18.0,12.0,5.0,31.0,13.0,26.0,47629.0,33.0,H,1,2,M,2,Platinum,6,2,           3
78.0,13.0,16.0,13.0,9.0,29.0,16.0,20.0,143837.0,40.0,H,0,2,F,2,Platinum,6,2,           2
56.0,7.0,18.0,13.0,3.0,27.0,9.0,50.0,46314.0,26.0,H,0,0,M,3,Platinum,4,0,           .
87.0,13.0,19.0,12.0,9.0,27.0,15.0,31.0,172704.0,39.0,H,1,7,F,1,Platinum,6,3,           1
88.0,12.0,19.0,11.0,4.0,29.0,16.0,38.0,170626.0,44.0,U,0,1,F,3,Platinum,4,2,           5
59.0,13.0,19.0,12.0,5.0,26.0,12.0,31.0,86683.0,28.0,U,0,3,F,3,Gold,6,2,           2
52.0,13.0,16.0,14.0,7.0,28.0,11.0,32.0,69035.0,27.0,H,0,3,M,2,Platinum,6,2,           3
46.0,3.0,22.0,8.0,1.0,9.0,5.0,43.0,146822.0,13.0,H,0,0,F,10,Gold,3,0,           .
43.0,6.0,18.0,10.0,1.0,15.0,5.0,26.0,75717.0,13.0,U,0,1,F,5,Gold,4,1,           5
50.0,9.0,22.0,9.0,2.0,21.0,8.0,42.0,28079.0,19.0,U,0,1,F,5,Gold,3,1,           5
147.0,16.0,21.0,14.0,12.0,34.0,33.0,45.0,45126.0,72.0,H,0,2,F,3,Platinum,6,3,           4
47.0,6.0,23.0,8.0,1.0,15.0,5.0,30.0,124153.0,13.0,H,1,1,F,5,Gold,3,1,           5
91.0,17.0,16.0,14.0,15.0,36.0,22.0,45.0,176721.0,58.0,U,0,5,M,1,Platinum,6,3,           3
67.0,10.0,18.0,11.0,4.0,25.0,11.0,34.0,176933.0,30.0,U,0,1,M,3,Platinum,4,1,           5
39.0,3.0,15.0,8.0,1.0,10.0,4.0,31.0,148179.0,10.0,H,0,1,F,5,Member,2,1,           5
142.0,16.0,20.0,12.0,15.0,32.0,30.0,23.0,43567.0,74.0,H,0,2,M,3,Platinum,6,3,           2
96.0,17.0,20.0,13.0,15.0,34.0,23.0,36.0,174876.0,53.0,H,0,2,M,3,Platinum,6,3,           2
70.0,14.0,17.0,12.0,9.0,33.0,15.0,30.0,46466.0,39.0,H,0,3,M,1,Platinum,5,2,           2
54.0,12.0,19.0,13.0,5.0,27.0,10.0,37.0,46849.0,26.0,H,0,4,M,2,Platinum,6,2,           3
154.0,11.0,21.0,8.0,17.0,25.0,22.0,62.0,46217.0,57.0,U,0,4,F,2,Platinum,5,3,           2
123.0,15.0,18.0,12.0,14.0,32.0,25.0,23.0,71326.0,64.0,H,0,1,F,3,Platinum,6,2,           3
75.0,19.0,18.0,25.0,6.0,41.0,20.0,33.0,1536.0,54.0,H,0,1,F,3,Platinum,11,1,           5
74.0,17.0,5.0,18.0,8.0,40.0,18.0,26.0,185571.0,51.0,U,0,3,M,2,Platinum,6,2,           4
51.0,8.0,23.0,8.0,2.0,20.0,8.0,29.0,173065.0,19.0,H,0,1,F,5,Gold,3,1,           5
43.0,7.0,4.0,10.0,4.0,15.0,6.0,7.0,189302.0,14.0,U,1,1,M,3,Gold,5,1,           3
88.0,17.0,18.0,14.0,13.0,35.0,21.0,25.0,21012.0,53.0,H,1,5,F,1,Platinum,6,3,           2
77.0,22.0,4.0,26.0,10.0,48.0,32.0,29.0,1666.0,83.0,U,0,2,F,2,Platinum,10,2,           4
140.0,21.0,11.0,28.0,24.0,49.0,43.0,13.0,1288.0,114.0,H,0,6,M,1,Platinum,11,3,           3
88.0,6.0,18.0,13.0,5.0,32.0,18.0,41.0,82453.0,51.0,H,0,0,F,5,Platinum,6,2,           5
126.0,15.0,19.0,12.0,14.0,32.0,27.0,50.0,137184.0,64.0,H,1,2,M,2,Platinum,6,3,           2
78.0,8.0,13.0,23.0,6.0,41.0,16.0,45.0,185244.0,50.0,H,0,0,M,5,Platinum,7,2,           5
101.0,7.0,18.0,17.0,12.0,39.0,24.0,23.0,10910.0,77.0,H,0,0,F,3,Platinum,6,2,           5
93.0,5.0,26.0,10.0,5.0,28.0,19.0,32.0,86029.0,48.0,U,0,0,F,5,Platinum,5,2,           5
80.0,16.0,20.0,14.0,8.0,34.0,19.0,32.0,15927.0,46.0,U,0,4,F,2,Platinum,6,3,           4
76.0,9.0,16.0,12.0,5.0,32.0,16.0,28.0,76538.0,41.0,U,0,0,M,3,Platinum,6,1,           5
79.0,13.0,20.0,12.0,5.0,30.0,16.0,47.0,44375.0,43.0,U,0,2,F,3,Platinum,5,2,           5
89.0,9.0,18.0,12.0,3.0,28.0,17.0,22.0,51416.0,43.0,H,0,0,F,3,Platinum,6,0,           .
46.0,9.0,18.0,11.0,3.0,20.0,7.0,17.0,68792.0,17.0,H,0,1,F,5,Gold,4,1,           5
69.0,11.0,17.0,13.0,5.0,25.0,12.0,18.0,154968.0,31.0,H,0,1,F,5,Gold,5,1,           5
52.0,7.0,19.0,10.0,2.0,19.0,6.0,8.0,161784.0,20.0,H,0,1,M,3,Platinum,4,1,           5
143.0,11.0,16.0,13.0,17.0,34.0,30.0,29.0,18275.0,73.0,U,0,1,F,3,Platinum,6,3,           3
77.0,16.0,17.0,13.0,8.0,33.0,19.0,38.0,177505.0,44.0,U,0,2,F,3,Platinum,6,2,           3
115.0,8.0,18.0,11.0,9.0,30.0,21.0,33.0,103804.0,52.0,U,0,0,M,5,Platinum,6,1,           5
74.0,5.0,24.0,11.0,7.0,33.0,17.0,28.0,17935.0,43.0,U,0,0,F,3,Platinum,5,1,           5
101.0,16.0,18.0,13.0,6.0,33.0,22.0,18.0,15374.0,55.0,H,0,1,M,3,Platinum,6,2,           5
101.0,6.0,24.0,11.0,13.0,32.0,23.0,40.0,48144.0,53.0,U,0,0,F,3,Platinum,6,3,           3
43.0,7.0,16.0,11.0,1.0,17.0,6.0,38.0,68721.0,15.0,H,0,1,F,5,Gold,4,1,           5
58.0,12.0,16.0,11.0,2.0,28.0,11.0,31.0,184706.0,27.0,H,0,1,M,3,Member,5,1,           5
82.0,4.0,26.0,13.0,4.0,28.0,17.0,33.0,8732.0,59.0,H,0,0,M,5,Platinum,4,1,           5
92.0,16.0,21.0,12.0,10.0,32.0,20.0,22.0,143305.0,48.0,H,1,2,M,3,Platinum,6,2,           3
80.0,13.0,16.0,11.0,11.0,25.0,17.0,38.0,139543.0,43.0,H,1,3,M,2,Platinum,6,3,           2
104.0,16.0,16.0,13.0,15.0,32.0,24.0,15.0,45236.0,58.0,U,0,1,U,3,Platinum,6,2,           3
82.0,11.0,20.0,28.0,7.0,41.0,18.0,22.0,10191.0,65.0,U,1,1,F,5,Platinum,6,2,           2
89.0,13.0,16.0,15.0,8.0,33.0,17.0,45.0,46135.0,46.0,U,0,1,F,3,Platinum,6,2,           3
45.0,10.0,16.0,15.0,2.0,23.0,8.0,21.0,184962.0,20.0,U,0,2,M,3,Gold,6,2,           5
88.0,6.0,18.0,13.0,6.0,33.0,20.0,34.0,90068.0,48.0,H,0,0,F,3,Platinum,6,1,           5
45.0,7.0,21.0,9.0,1.0,15.0,6.0,30.0,148600.0,14.0,U,0,1,F,5,Gold,4,1,           5
58.0,13.0,15.0,15.0,3.0,29.0,12.0,21.0,76232.0,29.0,U,0,2,M,3,Platinum,6,2,           5
152.0,15.0,24.0,12.0,21.0,32.0,33.0,27.0,70730.0,81.0,H,0,2,M,3,Platinum,5,3,           4
70.0,13.0,23.0,11.0,4.0,29.0,15.0,30.0,115362.0,36.0,H,1,1,F,3,Platinum,6,2,           3
93.0,5.0,6.0,33.0,9.0,33.0,16.0,21.0,9908.0,72.0,U,0,0,F,10,Platinum,5,2,           3
116.0,15.0,27.0,10.0,6.0,31.0,22.0,38.0,45802.0,55.0,U,0,1,F,5,Platinum,5,2,           3
102.0,13.0,23.0,11.0,11.0,29.0,21.0,24.0,50287.0,52.0,H,0,1,F,3,Platinum,6,3,           3
90.0,6.0,20.0,13.0,6.0,32.0,19.0,25.0,77098.0,49.0,U,0,0,M,3,Platinum,6,2,           5
73.0,16.0,18.0,29.0,5.0,50.0,17.0,34.0,14489.0,61.0,H,0,1,M,3,Platinum,6,1,           5
48.0,9.0,21.0,11.0,1.0,20.0,8.0,29.0,72024.0,19.0,H,0,1,M,5,Gold,4,1,           5
59.0,10.0,16.0,11.0,2.0,25.0,9.0,42.0,177105.0,25.0,H,0,1,M,3,Platinum,4,1,           5
41.0,6.0,17.0,12.0,1.0,18.0,6.0,23.0,65829.0,15.0,H,0,0,M,5,Gold,5,0,           .
132.0,6.0,18.0,12.0,5.0,31.0,20.0,40.0,101483.0,44.0,U,0,0,F,3,Platinum,6,2,           5
87.0,5.0,25.0,22.0,10.0,43.0,20.0,27.0,4952.0,85.0,U,0,0,M,3,Platinum,5,1,           5
41.0,6.0,17.0,10.0,1.0,15.0,5.0,38.0,120666.0,13.0,U,0,1,F,5,Gold,4,1,           5
65.0,12.0,17.0,11.0,7.0,25.0,13.0,33.0,117090.0,30.0,U,1,5,F,1,Platinum,6,3,           2
149.0,15.0,17.0,13.0,15.0,30.0,29.0,48.0,45246.0,66.0,U,0,3,F,2,Platinum,6,3,           2
121.0,16.0,23.0,11.0,14.0,32.0,28.0,35.0,45171.0,68.0,H,0,1,F,3,Platinum,5,3,           2
111.0,15.0,18.0,13.0,13.0,34.0,23.0,32.0,162348.0,55.0,H,0,1,M,3,Platinum,6,2,           3
64.0,15.0,21.0,12.0,8.0,31.0,15.0,33.0,69050.0,34.0,H,0,5,F,1,Platinum,6,3,           4
106.0,8.0,17.0,11.0,16.0,28.0,24.0,47.0,45727.0,59.0,H,0,0,M,2,Platinum,6,2,           2
46.0,6.0,22.0,8.0,1.0,15.0,5.0,21.0,75278.0,13.0,H,0,1,F,5,Gold,3,1,           5
92.0,17.0,19.0,13.0,12.0,35.0,22.0,33.0,19594.0,56.0,H,0,2,M,1,Platinum,6,3,           2
60.0,10.0,16.0,12.0,6.0,23.0,12.0,31.0,115424.0,28.0,U,0,0,M,5,Gold,5,0,           .
144.0,14.0,17.0,13.0,17.0,30.0,28.0,41.0,44294.0,66.0,H,0,1,M,3,Platinum,6,3,           3
107.0,14.0,16.0,13.0,12.0,31.0,22.0,26.0,70258.0,55.0,H,0,1,M,2,Platinum,6,2,           2
151.0,7.0,17.0,13.0,28.0,29.0,29.0,38.0,9440.0,84.0,H,0,0,U,3,Platinum,6,3,           2
109.0,17.0,24.0,11.0,8.0,30.0,24.0,2.0,141810.0,54.0,U,0,3,F,3,Platinum,6,2,           3
73.0,5.0,25.0,12.0,4.0,30.0,15.0,39.0,90915.0,37.0,U,0,0,F,5,Platinum,5,1,           5
50.0,11.0,21.0,13.0,2.0,25.0,9.0,31.0,73545.0,22.0,U,0,2,M,3,Platinum,6,2,           5
51.0,1.0,27.0,4.0,1.0,10.0,4.0,41.0,187436.0,9.0,U,0,0,F,5,Member,1,0,           .
149.0,16.0,17.0,13.0,18.0,35.0,32.0,47.0,44305.0,77.0,H,0,1,M,3,Platinum,6,3,           3
44.0,9.0,18.0,11.0,1.0,19.0,8.0,32.0,45908.0,17.0,H,0,1,F,5,Gold,5,1,           5
88.0,4.0,24.0,9.0,4.0,24.0,15.0,35.0,74954.0,40.0,H,1,0,F,5,Platinum,4,1,           5
129.0,10.0,18.0,13.0,12.0,32.0,26.0,39.0,46379.0,63.0,U,0,0,M,5,Platinum,5,3,           2
91.0,15.0,23.0,13.0,6.0,33.0,20.0,31.0,15918.0,50.0,H,0,1,F,5,Platinum,6,2,           5
100.0,14.0,22.0,10.0,12.0,28.0,21.0,20.0,169584.0,52.0,U,1,2,F,3,Platinum,4,2,           4
68.0,6.0,17.0,32.0,7.0,51.0,14.0,39.0,9995.0,62.0,H,0,0,F,5,Platinum,6,0,           .
108.0,6.0,17.0,13.0,8.0,14.0,23.0,27.0,61135.0,58.0,U,0,0,M,10,Platinum,6,2,           5
102.0,16.0,17.0,14.0,15.0,34.0,23.0,48.0,22293.0,62.0,U,0,2,U,1,Platinum,6,2,           2
138.0,16.0,23.0,11.0,12.0,32.0,28.0,40.0,159873.0,63.0,U,0,1,U,2,Platinum,6,2,           2
53.0,4.0,20.0,10.0,2.0,23.0,8.0,23.0,47914.0,21.0,U,0,0,F,5,Platinum,4,0,           .
66.0,14.0,23.0,13.0,4.0,32.0,14.0,50.0,46263.0,35.0,U,0,2,M,3,Platinum,6,2,           5
109.0,6.0,24.0,12.0,6.0,30.0,21.0,36.0,17333.0,54.0,H,0,0,M,3,Platinum,6,2,           5
127.0,19.0,24.0,20.0,11.0,42.0,36.0,52.0,1813.0,89.0,U,0,2,M,3,Platinum,7,2,           3
80.0,6.0,19.0,12.0,4.0,29.0,16.0,48.0,48172.0,39.0,U,0,0,M,5,Platinum,6,0,           .
45.0,8.0,16.0,11.0,1.0,19.0,7.0,30.0,74832.0,17.0,U,0,1,F,5,Gold,4,1,           5
51.0,11.0,23.0,12.0,2.0,25.0,9.0,37.0,73350.0,23.0,H,0,1,F,3,Platinum,5,1,           5
132.0,8.0,10.0,19.0,24.0,35.0,21.0,17.0,10553.0,82.0,H,0,0,F,5,Platinum,5,2,           3
130.0,5.0,22.0,12.0,9.0,24.0,22.0,28.0,99339.0,48.0,U,0,0,F,5,Platinum,5,2,           4
60.0,9.0,16.0,14.0,3.0,29.0,11.0,18.0,24902.0,28.0,U,0,0,U,3,Platinum,5,0,           .
111.0,6.0,20.0,13.0,10.0,29.0,21.0,40.0,98653.0,54.0,U,0,0,F,3,Platinum,6,1,           5
141.0,5.0,20.0,11.0,10.0,30.0,27.0,31.0,87549.0,64.0,H,0,0,F,5,Platinum,5,3,           3
71.0,6.0,21.0,13.0,4.0,34.0,17.0,18.0,88981.0,41.0,U,0,0,M,5,Platinum,6,0,           .
53.0,13.0,18.0,12.0,4.0,26.0,11.0,38.0,46654.0,25.0,H,0,2,M,3,Platinum,6,2,           3
61.0,13.0,17.0,10.0,4.0,26.0,12.0,38.0,177807.0,27.0,U,0,2,F,3,Platinum,4,2,           5
101.0,13.0,17.0,15.0,7.0,31.0,20.0,36.0,44106.0,52.0,H,0,1,F,3,Platinum,6,2,           3
99.0,15.0,17.0,16.0,9.0,34.0,21.0,34.0,44113.0,55.0,H,0,1,F,3,Platinum,6,2,           3
55.0,10.0,16.0,14.0,4.0,26.0,10.0,25.0,49854.0,27.0,U,0,2,F,2,Platinum,5,2,           3
118.0,5.0,25.0,25.0,9.0,26.0,21.0,38.0,9200.0,75.0,U,0,0,M,10,Platinum,5,2,           3
105.0,6.0,19.0,12.0,6.0,26.0,17.0,27.0,89402.0,43.0,H,0,0,F,3,Platinum,6,1,           5
102.0,21.0,7.0,22.0,25.0,43.0,28.0,13.0,2334.0,76.0,U,0,4,F,1,Platinum,9,3,           1
147.0,22.0,7.0,25.0,27.0,46.0,43.0,32.0,1920.0,104.0,U,0,7,F,1,Platinum,11,3,           2
121.0,5.0,12.0,33.0,11.0,51.0,20.0,30.0,8374.0,80.0,H,0,0,F,5,Platinum,6,2,           5
111.0,17.0,23.0,11.0,9.0,33.0,26.0,29.0,16206.0,62.0,H,0,2,F,3,Platinum,6,2,           4
81.0,15.0,22.0,12.0,6.0,32.0,16.0,36.0,45824.0,42.0,H,0,2,F,3,Platinum,6,2,           5
86.0,4.0,23.0,9.0,4.0,27.0,16.0,36.0,98300.0,42.0,H,0,0,M,3,Platinum,4,2,           5
112.0,16.0,23.0,11.0,17.0,27.0,24.0,34.0,177405.0,58.0,U,0,3,M,2,Platinum,6,3,           2
41.0,6.0,17.0,11.0,1.0,16.0,6.0,28.0,76224.0,14.0,H,0,1,M,5,Gold,4,1,           5
136.0,7.0,16.0,11.0,15.0,29.0,27.0,27.0,67431.0,65.0,H,0,0,M,3,Platinum,5,2,           3
48.0,4.0,21.0,5.0,2.0,10.0,4.0,28.0,187325.0,10.0,U,0,2,F,3,Member,1,2,           5
142.0,16.0,14.0,20.0,14.0,39.0,31.0,25.0,14725.0,90.0,H,0,1,M,5,Platinum,6,3,           4
43.0,7.0,19.0,10.0,1.0,17.0,6.0,31.0,118800.0,15.0,H,1,1,F,5,Gold,4,1,           5
57.0,6.0,16.0,7.0,3.0,14.0,6.0,35.0,187485.0,14.0,U,0,2,F,3,Member,2,2,           5
134.0,5.0,19.0,22.0,14.0,30.0,27.0,33.0,9502.0,89.0,H,0,0,F,10,Platinum,5,2,           3
109.0,6.0,17.0,14.0,5.0,32.0,21.0,27.0,89956.0,52.0,H,0,0,F,3,Platinum,6,2,           5
98.0,17.0,19.0,15.0,12.0,36.0,23.0,43.0,45943.0,58.0,U,0,2,F,2,Platinum,6,2,           3
134.0,5.0,26.0,10.0,6.0,28.0,24.0,22.0,87520.0,60.0,H,0,0,F,5,Platinum,5,2,           5
48.0,4.0,24.0,4.0,1.0,9.0,4.0,30.0,187321.0,8.0,U,0,1,M,5,Member,1,1,           5
87.0,8.0,18.0,13.0,9.0,32.0,22.0,30.0,69606.0,54.0,H,0,0,F,3,Platinum,6,2,           3
154.0,12.0,15.0,12.0,12.0,28.0,29.0,38.0,87330.0,67.0,H,0,2,U,3,Platinum,5,3,           2
105.0,17.0,21.0,13.0,15.0,33.0,25.0,33.0,43503.0,59.0,U,0,4,M,2,Platinum,6,3,           3
77.0,4.0,25.0,10.0,4.0,30.0,16.0,34.0,82172.0,40.0,H,0,0,F,5,Platinum,4,1,           5
55.0,12.0,21.0,12.0,4.0,26.0,10.0,34.0,68842.0,25.0,H,0,1,F,2,Platinum,6,1,           3
65.0,16.0,20.0,12.0,9.0,31.0,15.0,21.0,56158.0,34.0,U,0,5,U,1,Platinum,6,2,           2
70.0,11.0,19.0,14.0,4.0,28.0,14.0,27.0,49899.0,36.0,H,0,2,M,2,Platinum,6,2,           3
119.0,6.0,18.0,13.0,7.0,34.0,23.0,21.0,79580.0,57.0,U,0,0,U,3,Platinum,6,2,           5
127.0,10.0,18.0,11.0,6.0,26.0,19.0,38.0,69120.0,48.0,H,0,1,F,5,Platinum,4,2,           3
64.0,11.0,20.0,12.0,4.0,23.0,12.0,34.0,71818.0,30.0,U,0,1,F,5,Gold,5,1,           5
53.0,4.0,18.0,5.0,4.0,11.0,4.0,33.0,187359.0,11.0,U,0,2,M,3,Member,1,2,           5
153.0,16.0,19.0,14.0,11.0,35.0,31.0,42.0,45161.0,74.0,U,0,1,M,3,Platinum,6,2,           3
40.0,5.0,16.0,10.0,1.0,14.0,6.0,38.0,72947.0,13.0,U,0,0,M,5,Gold,5,0,           .
92.0,5.0,20.0,10.0,4.0,28.0,16.0,41.0,98519.0,45.0,U,0,0,F,3,Platinum,5,1,           5
80.0,12.0,18.0,12.0,5.0,28.0,13.0,58.0,48169.0,38.0,H,0,1,F,3,Platinum,6,2,           3
40.0,3.0,16.0,4.0,1.0,6.0,3.0,21.0,190003.0,5.0,U,0,1,F,5,Member,2,1,           5
85.0,9.0,20.0,6.0,6.0,23.0,15.0,48.0,86944.0,39.0,H,1,1,M,2,Platinum,4,2,           3
79.0,6.0,25.0,12.0,4.0,30.0,17.0,31.0,84185.0,42.0,H,0,0,M,5,Platinum,6,1,           5
53.0,5.0,18.0,7.0,4.0,13.0,5.0,38.0,187429.0,12.0,U,0,1,M,3,Member,2,1,           5
